time	V(output)
Step Information: Lval=2n Wval=2µ  (Step: 1/25)
5.574414062500000e-02	1.488099e+00
5.574566650390625e-02	1.553107e+00
5.574871826171875e-02	1.804852e+00
5.574948120117187e-02	1.901371e+00
5.574971961975098e-02	1.949787e+00
5.574983882904053e-02	1.985590e+00
5.574998486042023e-02	2.064612e+00
5.574999920278788e-02	2.092139e+00
5.574999999986904e-02	2.099913e+00
5.575000012505094e-02	2.760323e+00
5.575000012700406e-02	2.812769e+00
5.575000013091031e-02	2.903544e+00
5.575000013103238e-02	2.903449e+00
5.575001613078824e-02	2.935864e+00
5.575006413078824e-02	2.971187e+00
5.575025613078824e-02	3.040985e+00
5.575051213078824e-02	3.097857e+00
5.575102413078824e-02	3.176795e+00
5.575204813078824e-02	3.284712e+00
5.575409613078824e-02	3.429884e+00
5.575819213078824e-02	3.623916e+00
5.576638413078824e-02	3.875780e+00
